sim TrancheName FaceAmount($) Yield(%) WAL(%) DiscMarginBeq(%)
304 M2 375000000.00 1.19261 8.04148 -0.60353
304 M1H 20667705.00 -0.00000 4.12846 -1.36704
304 M2H 20667705.00 -5.75993 8.04148 -7.74457
304 BH 87926156.00 9999999.00000 4.42516 99999.99000
305 M1 375000000.00 3.30615 5.30874 1.62490
305 M2 375000000.00 0.61956 8.29985 -1.29176
305 M1H 20667705.00 -0.00000 5.30874 -1.76961
305 M2H 20667705.00 -6.47179 8.29985 -8.61314
305 BH 87926156.00 9999999.00000 4.38731 99999.99000
306 M1 375000000.00 3.25247 4.84624 1.62413
306 M2 375000000.00 1.06404 8.40867 -0.84976
306 M1H 20667705.00 -0.00000 4.84624 -1.71300
306 M2H 20667705.00 -5.98184 8.40867 -8.12323
306 BH 87926156.00 9999999.00000 4.43374 99999.99000
307 M1 375000000.00 2.74885 3.37343 1.61652
307 M2 375000000.00 6.32979 9.20488 4.48408
307 M1H 20667705.00 -0.00000 3.37343 -1.15144
307 M2H 20667705.00 0.00000 9.20488 -2.01846
307 BH 87926156.00 -2.85937 8.76327 -5.00100
308 M1 375000000.00 2.79871 3.44002 1.61722
308 M2 375000000.00 6.38753 9.63984 4.48572
308 M1H 20667705.00 -0.00000 3.44002 -1.20731
308 M2H 20667705.00 0.00000 9.63984 -2.08631
308 BH 87926156.00 -2.91243 8.76166 -5.05407
309 M1 375000000.00 2.84359 3.63792 1.61779
309 M2 375000000.00 6.40092 9.72893 4.48611
309 M1H 20667705.00 -0.00000 3.63792 -1.25508
309 M2H 20667705.00 0.00000 9.72893 -2.10259
309 BH 87926156.00 -3.02422 8.73231 -5.16585
310 M1 375000000.00 2.69904 3.04614 1.61598
310 M2 375000000.00 6.32856 9.25449 4.47313
310 M1H 20667705.00 -0.00000 3.04614 -1.10069
310 M2H 20667705.00 -0.01608 9.25449 -2.04748
310 BH 87926156.00 9999999.00000 5.56609 99999.99000
311 M1 375000000.00 2.96784 4.22888 1.61943
311 M2 375000000.00 6.14177 9.74536 4.22627
311 M1H 20667705.00 -0.00000 4.22888 -1.38806
311 M2H 20667705.00 -0.34970 9.74536 -2.45636
311 BH 87926156.00 9999999.00000 5.29092 99999.99000
312 M1 375000000.00 2.56496 2.39422 1.61455
312 M2 375000000.00 6.21810 8.13288 4.48106
312 M1H 20667705.00 -0.00000 2.39422 -0.96495
312 M2H 20667705.00 0.00000 8.13288 -1.89415
312 BH 87926156.00 -30.37569 5.70790 -32.51066
313 M1 375000000.00 2.62672 2.57288 1.61527
313 M2 375000000.00 6.18728 7.78307 4.48024
313 M1H 20667705.00 -0.00000 2.57288 -1.02649
313 M2H 20667705.00 0.00000 7.78307 -1.86082
313 BH 87926156.00 -6.11933 8.03006 -8.26071
314 M1 375000000.00 2.92787 4.03016 1.61892
314 M2 375000000.00 6.42316 9.85795 4.48677
314 M1H 20667705.00 -0.00000 4.03016 -1.34576
314 M2H 20667705.00 0.00000 9.85795 -2.13031
314 BH 87926156.00 -10.36746 7.04705 -12.50830
315 M1 375000000.00 2.50852 2.09952 1.61397
315 M2 375000000.00 6.31904 9.04609 4.48381
315 M1H 20667705.00 -0.00000 2.09952 -0.90842
315 M2H 20667705.00 0.00000 9.04609 -2.00837
315 BH 87926156.00 -9.51121 7.16686 -11.65218
316 M1 375000000.00 2.36343 1.82712 1.61239
316 M2 375000000.00 5.83325 4.95127 4.47090
316 M1H 20667705.00 -0.00000 1.82712 -0.76009
316 M2H 20667705.00 0.00000 4.95127 -1.44615
316 BH 87926156.00 -5.17254 7.62642 -7.18851
317 M1 375000000.00 2.96355 4.22707 1.61940
317 M2 375000000.00 6.42710 9.87774 4.48689
317 M1H 20667705.00 -0.00000 4.22707 -1.38375
317 M2H 20667705.00 0.00000 9.87774 -2.13534
317 BH 87926156.00 -10.80268 6.98601 -12.94345
318 M1 375000000.00 2.86291 3.81091 1.61801
318 M2 375000000.00 6.40490 9.75328 4.48623
318 M1H 20667705.00 -0.00000 3.81091 -1.27444
318 M2H 20667705.00 0.00000 9.75328 -2.10750
318 BH 87926156.00 -9.70647 7.11553 -11.84741
319 M1 375000000.00 2.92224 3.91622 1.61888
319 M2 375000000.00 6.29959 9.85986 4.36319
319 M1H 20667705.00 -0.00000 3.91622 -1.34114
319 M2H 20667705.00 -0.16959 9.85986 -2.30181
319 BH 87926156.00 9999999.00000 5.40228 99999.99000
320 M1 375000000.00 -60.07711 2.57107 -60.85062
320 M2 375000000.00 -78.92406 2.77456 -79.74427
320 M1H 20667705.00 -73.54955 2.57107 -74.29269
320 M2H 20667705.00 9999999.00000 2.77456 99999.99000
320 BH 87926156.00 9999999.00000 2.30040 99999.99000
321 M1 375000000.00 2.94336 3.98406 1.61918
321 M2 375000000.00 6.42777 9.88074 4.48691
321 M1H 20667705.00 -0.00000 3.98406 -1.36395
321 M2H 20667705.00 0.00000 9.88074 -2.13620
321 BH 87926156.00 -29.70716 5.76242 -31.84241
322 M1 375000000.00 2.37047 1.77176 1.61249
322 M2 375000000.00 6.29408 8.76858 4.48314
322 M1H 20667705.00 -0.00000 1.77176 -0.76851
322 M2H 20667705.00 0.00000 8.76858 -1.98116
322 BH 87926156.00 -8.46203 7.55510 -10.60315
323 M1 375000000.00 3.29043 5.17243 1.62466
323 M2 375000000.00 2.47773 8.80446 0.55720
323 M1H 20667705.00 -0.00000 5.17243 -1.75289
323 M2H 20667705.00 -4.46183 8.80446 -6.60336
323 BH 87926156.00 9999999.00000 4.34802 99999.99000
324 M1 375000000.00 2.51026 2.12813 1.61403
324 M2 375000000.00 2.90690 8.32677 1.07064
324 M1H 20667705.00 -0.00000 2.12813 -0.90903
324 M2H 20667705.00 -3.93241 8.32677 -5.97070
324 BH 87926156.00 9999999.00000 4.41402 99999.99000
325 M1 375000000.00 3.20687 4.66033 1.62341
325 M2 375000000.00 2.74283 8.86865 0.82053
325 M1H 20667705.00 -0.00000 4.66033 -1.66192
325 M2H 20667705.00 -4.15947 8.86865 -6.30102
325 BH 87926156.00 9999999.00000 4.36175 99999.99000
326 M1 375000000.00 3.29616 5.19088 1.62475
326 M2 375000000.00 2.40105 8.78486 0.48098
326 M1H 20667705.00 -0.00000 5.19088 -1.75925
326 M2H 20667705.00 -4.54787 8.78486 -6.68939
326 BH 87926156.00 9999999.00000 4.34493 99999.99000
327 M1 375000000.00 2.47210 1.98731 1.61363
327 M2 375000000.00 3.00949 7.31232 1.26846
327 M1H 20667705.00 -0.00000 1.98731 -0.87045
327 M2H 20667705.00 -3.85377 7.31232 -5.79380
327 BH 87926156.00 9999999.00000 4.49816 99999.99000
328 M1 375000000.00 3.27812 5.09716 1.62448
328 M2 375000000.00 2.60166 8.83155 0.68019
328 M1H 20667705.00 -0.00000 5.09716 -1.73948
328 M2H 20667705.00 -4.31716 8.83155 -6.45870
328 BH 87926156.00 9999999.00000 4.35327 99999.99000
329 M1 375000000.00 2.43692 1.86201 1.61326
329 M2 375000000.00 3.23289 7.36326 1.50503
329 M1H 20667705.00 -0.00000 1.86201 -0.83522
329 M2H 20667705.00 -3.54666 7.36326 -5.46307
329 BH 87926156.00 9999999.00000 4.48844 99999.99000
330 M1 375000000.00 3.27195 5.03929 1.62438
330 M2 375000000.00 2.61893 8.83670 0.69739
330 M1H 20667705.00 -0.00000 5.03929 -1.73283
330 M2H 20667705.00 -4.29854 8.83670 -6.44009
330 BH 87926156.00 9999999.00000 4.35637 99999.99000
331 M1 375000000.00 2.89346 3.85391 1.61845
331 M2 375000000.00 6.41758 9.82742 4.48660
331 M1H 20667705.00 -0.00000 3.85391 -1.30871
331 M2H 20667705.00 0.00000 9.82742 -2.12329
331 BH 87926156.00 -7.99244 7.68144 -10.13362
332 M1 375000000.00 1.97640 1.15324 1.60827
332 M2 375000000.00 6.12942 6.71311 4.47879
332 M1H 20667705.00 -0.00000 1.15324 -0.37009
332 M2H 20667705.00 0.00000 6.71311 -1.80365
332 BH 87926156.00 -11.73138 6.89527 -13.87199
333 M1 375000000.00 2.89816 3.88542 1.61851
333 M2 375000000.00 6.41789 9.82952 4.48661
333 M1H 20667705.00 -0.00000 3.88542 -1.31372
333 M2H 20667705.00 0.00000 9.82952 -2.12366
333 BH 87926156.00 -7.69937 7.68462 -9.84058
334 M1 375000000.00 2.69896 3.08050 1.61597
334 M2 375000000.00 5.88456 6.58390 4.47183
334 M1H 20667705.00 -0.00000 3.08050 -1.10013
334 M2H 20667705.00 0.00000 6.58390 -1.47668
334 BH 87926156.00 -2.91460 7.13161 -4.59675
335 M1 375000000.00 2.82329 3.55271 1.61753
335 M2 375000000.00 6.39627 9.69849 4.48597
335 M1H 20667705.00 -0.00000 3.55271 -1.23336
335 M2H 20667705.00 0.00000 9.69849 -2.09691
335 BH 87926156.00 -3.35863 8.62848 -5.50024
336 M1 375000000.00 2.73270 3.17946 1.61639
336 M2 375000000.00 6.34089 9.31327 4.48438
336 M1H 20667705.00 -0.00000 3.17946 -1.13601
336 M2H 20667705.00 0.00000 9.31327 -2.03044
336 BH 87926156.00 -3.13593 8.67216 -5.27755
337 M1 375000000.00 2.87993 3.84678 1.61825
337 M2 375000000.00 6.41118 9.79080 4.48641
337 M1H 20667705.00 -0.00000 3.84678 -1.29324
337 M2H 20667705.00 0.00000 9.79080 -2.11529
337 BH 87926156.00 -5.89571 7.85984 -8.03712
338 M1 375000000.00 2.63135 2.65152 1.61528
338 M2 375000000.00 6.15369 7.66182 4.47929
338 M1H 20667705.00 -0.00000 2.65152 -1.03128
338 M2H 20667705.00 0.00000 7.66182 -1.81868
338 BH 87926156.00 -4.87333 8.02600 -7.01483
339 M1 375000000.00 2.90814 3.97677 1.61862
339 M2 375000000.00 6.41639 9.82129 4.48657
339 M1H 20667705.00 -0.00000 3.97677 -1.32350
339 M2H 20667705.00 0.00000 9.82129 -2.12179
339 BH 87926156.00 -6.10241 7.82198 -8.24380
340 M1 375000000.00 2.38874 1.82134 1.61270
340 M2 375000000.00 -34.12965 4.23535 -35.22074
340 M1H 20667705.00 -0.00000 1.82134 -0.78592
340 M2H 20667705.00 -56.98119 4.23535 -58.12123
340 BH 87926156.00 9999999.00000 3.10758 99999.99000
341 M1 375000000.00 -3.68266 5.34032 -5.46836
341 M2 375000000.00 -46.84857 4.20526 -47.91434
341 M1H 20667705.00 -7.65646 5.34032 -9.57100
341 M2H 20667705.00 9999999.00000 4.20526 99999.99000
341 BH 87926156.00 9999999.00000 3.05918 99999.99000
342 M1 375000000.00 -7.20219 3.62083 -8.56956
342 M2 375000000.00 -46.27705 4.23800 -47.34662
342 M1H 20667705.00 -11.88730 3.62083 -13.37566
342 M2H 20667705.00 9999999.00000 4.23800 99999.99000
342 BH 87926156.00 9999999.00000 3.07067 99999.99000
343 M1 375000000.00 -42.35697 2.96620 -43.22247
343 M2 375000000.00 -63.52384 3.34444 -64.48191
343 M1H 20667705.00 -53.79535 2.96620 -54.63891
343 M2H 20667705.00 9999999.00000 3.34444 99999.99000
343 BH 87926156.00 9999999.00000 2.64221 99999.99000
344 M1 375000000.00 -44.24241 3.05900 -45.13359
344 M2 375000000.00 -63.63953 3.33948 -64.59670
344 M1H 20667705.00 -56.42105 3.05900 -57.29474
344 M2H 20667705.00 9999999.00000 3.33948 99999.99000
344 BH 87926156.00 9999999.00000 2.64015 99999.99000
345 M1 375000000.00 2.73636 3.12246 1.61643
345 M2 375000000.00 6.28962 8.97432 4.48292
345 M1H 20667705.00 -0.00000 3.12246 -1.14122
345 M2H 20667705.00 0.00000 8.97432 -1.96846
345 BH 87926156.00 -9.70775 7.42206 -11.84870
346 M1 375000000.00 2.91424 4.06099 1.61869
346 M2 375000000.00 6.41648 9.82161 4.48657
346 M1H 20667705.00 -0.00000 4.06099 -1.32934
346 M2H 20667705.00 0.00000 9.82161 -2.12190
346 BH 87926156.00 -5.90391 7.85516 -8.04531
347 M1 375000000.00 2.77815 3.39579 1.61694
347 M2 375000000.00 6.36681 9.50397 4.48512
347 M1H 20667705.00 -0.00000 3.39579 -1.18432
347 M2H 20667705.00 0.00000 9.50397 -2.06110
347 BH 87926156.00 -2.95537 8.74693 -5.09701
348 M1 375000000.00 2.56369 2.26663 1.61462
348 M2 375000000.00 6.19378 7.71783 4.48042
348 M1H 20667705.00 -0.00000 2.26663 -0.96312
348 M2H 20667705.00 0.00000 7.71783 -1.86913
348 BH 87926156.00 -2.83195 8.79870 -4.97359
349 M1 375000000.00 2.48599 2.05384 1.61378
349 M2 375000000.00 5.96342 6.02097 4.47425
349 M1H 20667705.00 -0.00000 2.05384 -0.88455
349 M2H 20667705.00 0.00000 6.02097 -1.59884
349 BH 87926156.00 -2.34213 8.90701 -4.48380
350 M1 375000000.00 2.86274 3.77466 1.61803
350 M2 375000000.00 6.40255 9.73988 4.48616
350 M1H 20667705.00 -0.00000 3.77466 -1.27486
350 M2H 20667705.00 0.00000 9.73988 -2.10456
350 BH 87926156.00 -3.93066 8.41511 -6.07222
351 M1 375000000.00 3.39647 5.78449 1.62634
351 M2 375000000.00 -11.39087 6.38551 -13.20570
351 M1H 20667705.00 -0.00000 5.78449 -1.86954
351 M2H 20667705.00 -20.43060 6.38551 -22.56918
351 BH 87926156.00 9999999.00000 3.53118 99999.99000
352 M1 375000000.00 2.91045 3.97643 1.61866
352 M2 375000000.00 6.41582 9.81920 4.48655
352 M1H 20667705.00 -0.00000 3.97643 -1.32613
352 M2H 20667705.00 0.00000 9.81920 -2.12102
352 BH 87926156.00 -6.67669 7.91923 -8.81802
353 M1 375000000.00 -51.84084 2.47729 -52.58562
353 M2 375000000.00 -73.25428 2.96562 -74.12733
353 M1H 20667705.00 -63.10180 2.47729 -63.81582
353 M2H 20667705.00 9999999.00000 2.96562 99999.99000
353 BH 87926156.00 9999999.00000 2.52989 99999.99000
354 M1 375000000.00 -50.98051 2.51867 -51.71670
354 M2 375000000.00 -73.27708 2.96482 -74.14992
354 M1H 20667705.00 -61.88092 2.51867 -62.58291
354 M2H 20667705.00 9999999.00000 2.96482 99999.99000
354 BH 87926156.00 9999999.00000 2.52958 99999.99000
355 M1 375000000.00 3.46638 6.43247 1.62739
355 M2 375000000.00 -20.00610 5.06127 -21.79571
355 M1H 20667705.00 -0.00000 6.43247 -1.94339
355 M2H 20667705.00 -29.46554 5.06127 -31.60089
355 BH 87926156.00 9999999.00000 2.87133 99999.99000
356 M1 375000000.00 3.43078 5.99631 1.62688
356 M2 375000000.00 -16.24109 5.21558 -18.08857
356 M1H 20667705.00 -0.00000 5.99631 -1.90691
356 M2H 20667705.00 -24.37742 5.21558 -26.51473
356 BH 87926156.00 9999999.00000 2.87765 99999.99000
357 M1 375000000.00 3.46580 6.39425 1.62738
357 M2 375000000.00 -19.20793 5.06401 -21.01683
357 M1H 20667705.00 -0.00000 6.39425 -1.94289
357 M2H 20667705.00 -28.16641 5.06401 -30.30230
357 BH 87926156.00 9999999.00000 2.87113 99999.99000
358 M1 375000000.00 3.45723 6.27922 1.62726
358 M2 375000000.00 -17.74835 5.14712 -19.57507
358 M1H 20667705.00 -0.00000 6.27922 -1.93416
358 M2H 20667705.00 -26.34752 5.14712 -28.48411
358 BH 87926156.00 9999999.00000 2.87447 99999.99000
359 M1 375000000.00 3.33344 5.03147 1.62550
359 M2 375000000.00 -14.29282 5.32056 -16.16339
359 M1H 20667705.00 -0.00000 5.03147 -1.80619
359 M2H 20667705.00 -21.92675 5.32056 -24.06487
359 BH 87926156.00 9999999.00000 2.88316 99999.99000
360 M1 375000000.00 3.43645 6.03220 1.62696
360 M2 375000000.00 -16.37848 5.21324 -18.22353
360 M1H 20667705.00 -0.00000 6.03220 -1.91290
360 M2H 20667705.00 -24.57259 5.21324 -26.70983
360 BH 87926156.00 9999999.00000 2.87754 99999.99000
361 M1 375000000.00 3.17999 5.43467 1.62241
361 M2 375000000.00 -14.36240 5.16405 -16.09357
361 M1H 20667705.00 -0.00000 5.43467 -1.61651
361 M2H 20667705.00 -21.68995 5.16405 -23.61847
361 BH 87926156.00 9999999.00000 2.87555 99999.99000
362 M1 375000000.00 3.46263 6.36611 1.62733
362 M2 375000000.00 -18.33303 5.12119 -20.15127
362 M1H 20667705.00 -0.00000 6.36611 -1.93957
362 M2H 20667705.00 -27.12017 5.12119 -29.25648
362 BH 87926156.00 9999999.00000 2.87348 99999.99000
363 M1 375000000.00 3.46373 6.39756 1.62735
363 M2 375000000.00 -17.87678 5.13084 -19.70332
363 M1H 20667705.00 -0.00000 6.39756 -1.94062
363 M2H 20667705.00 -26.47400 5.13084 -28.61055
363 BH 87926156.00 9999999.00000 2.87268 99999.99000
364 M1 375000000.00 3.41954 6.22442 1.62652
364 M2 375000000.00 -15.94953 5.19392 -17.80611
364 M1H 20667705.00 -0.00000 6.22442 -1.88977
364 M2H 20667705.00 -23.83251 5.19392 -25.97001
364 BH 87926156.00 9999999.00000 2.87462 99999.99000
365 M1 375000000.00 3.38728 5.57687 1.62625
365 M2 375000000.00 -16.64803 5.19108 -18.49092
365 M1H 20667705.00 -0.00000 5.57687 -1.86201
365 M2H 20667705.00 -24.88058 5.19108 -27.01771
365 BH 87926156.00 9999999.00000 2.87693 99999.99000
366 M1 375000000.00 3.45558 6.28694 1.62723
366 M2 375000000.00 -17.14830 5.17674 -18.98299
366 M1H 20667705.00 -0.00000 6.28694 -1.93231
366 M2H 20667705.00 -25.57302 5.17674 -27.70990
366 BH 87926156.00 9999999.00000 2.87518 99999.99000
367 M1 375000000.00 2.80596 3.54065 1.61728
367 M2 375000000.00 6.36087 9.47296 4.48494
367 M1H 20667705.00 -0.00000 3.54065 -1.21375
367 M2H 20667705.00 0.00000 9.47296 -2.05357
367 BH 87926156.00 -3.67430 8.48888 -5.81588
368 M1 375000000.00 2.79232 3.38590 1.61716
368 M2 375000000.00 6.39480 9.68368 4.48593
368 M1H 20667705.00 -0.00000 3.38590 -1.20090
368 M2H 20667705.00 0.00000 9.68368 -2.09530
368 BH 87926156.00 -6.12465 8.03841 -8.26603
369 M1 375000000.00 2.84019 3.58825 1.61777
369 M2 375000000.00 6.41011 9.78315 4.48638
369 M1H 20667705.00 -0.00000 3.58825 -1.25211
369 M2H 20667705.00 0.00000 9.78315 -2.11402
369 BH 87926156.00 -10.23753 7.24242 -12.37840
370 M1 375000000.00 -40.64255 2.78043 -41.46446
370 M2 375000000.00 -66.30835 3.23007 -67.24363
370 M1H 20667705.00 -50.08109 2.78043 -50.88189
370 M2H 20667705.00 9999999.00000 3.23007 99999.99000
370 BH 87926156.00 9999999.00000 2.67392 99999.99000
371 M1 375000000.00 -46.23183 2.86309 -47.07793
371 M2 375000000.00 -66.36642 3.22772 -67.30121
371 M1H 20667705.00 -57.87460 2.86309 -58.69829
371 M2H 20667705.00 9999999.00000 3.22772 99999.99000
371 BH 87926156.00 9999999.00000 2.67165 99999.99000
372 M1 375000000.00 -37.14304 2.63256 -37.89697
372 M2 375000000.00 -66.30671 3.23011 -67.24201
372 M1H 20667705.00 -45.61074 2.63256 -46.33507
372 M2H 20667705.00 9999999.00000 3.23011 99999.99000
372 BH 87926156.00 9999999.00000 2.67352 99999.99000
373 M1 375000000.00 -42.74232 2.71087 -43.55002
373 M2 375000000.00 -66.27168 3.23153 -67.20728
373 M1H 20667705.00 -53.08400 2.71087 -53.86560
373 M2H 20667705.00 9999999.00000 3.23153 99999.99000
373 BH 87926156.00 9999999.00000 2.67401 99999.99000
374 M1 375000000.00 2.82704 3.37579 1.61766
374 M2 375000000.00 6.41246 9.79738 4.48645
374 M1H 20667705.00 -0.00000 3.37579 -1.24035
374 M2H 20667705.00 0.00000 9.79738 -2.11692
374 BH 87926156.00 -14.01504 6.81662 -16.15523
375 M1 375000000.00 3.11462 4.42556 1.62188
375 M2 375000000.00 4.85888 9.49321 2.92516
375 M1H 20667705.00 -0.00000 4.42556 -1.55690
375 M2H 20667705.00 -1.82950 9.49321 -3.97118
375 BH 87926156.00 9999999.00000 4.43804 99999.99000
376 M1 375000000.00 2.82331 3.27030 1.61771
376 M2 375000000.00 4.90796 9.48236 2.98034
376 M1H 20667705.00 -0.00000 3.27030 -1.24045
376 M2H 20667705.00 -1.76746 9.48236 -3.90051
376 BH 87926156.00 9999999.00000 4.44291 99999.99000
377 M1 375000000.00 2.82355 3.39865 1.61755
377 M2 375000000.00 4.77587 9.00253 2.93084
377 M1H 20667705.00 -0.00000 3.39865 -1.23546
377 M2H 20667705.00 -1.84581 9.00253 -3.87469
377 BH 87926156.00 9999999.00000 4.43554 99999.99000
378 M1 375000000.00 2.63751 2.63992 1.61537
378 M2 375000000.00 5.71632 5.13580 4.46772
378 M1H 20667705.00 -0.00000 2.63992 -1.03734
378 M2H 20667705.00 0.00000 5.13580 -1.28951
378 BH 87926156.00 -3.76279 6.29177 -5.28494
379 M1 375000000.00 2.94371 3.99612 1.61918
379 M2 375000000.00 6.30457 9.87386 4.36550
379 M1H 20667705.00 -0.00000 3.99612 -1.36434
379 M2H 20667705.00 -0.16691 9.87386 -2.30261
379 BH 87926156.00 9999999.00000 5.69657 99999.99000
380 M1 375000000.00 2.88309 3.89674 1.61827
380 M2 375000000.00 6.40286 9.74455 4.48616
380 M1H 20667705.00 -0.00000 3.89674 -1.29593
380 M2H 20667705.00 0.00000 9.74455 -2.10485
380 BH 87926156.00 -4.01822 8.36900 -6.15978
381 M1 375000000.00 2.97480 4.10910 1.61962
381 M2 375000000.00 6.25934 9.87461 4.31959
381 M1H 20667705.00 -0.00000 4.10910 -1.39851
381 M2H 20667705.00 -0.22718 9.87461 -2.36447
381 BH 87926156.00 9999999.00000 5.26178 99999.99000
382 M1 375000000.00 2.72079 2.98416 1.61633
382 M2 375000000.00 6.30795 9.63566 4.40643
382 M1H 20667705.00 -0.00000 2.98416 -1.12644
382 M2H 20667705.00 -0.11049 9.63566 -2.19783
382 BH 87926156.00 9999999.00000 5.35661 99999.99000
383 M1 375000000.00 2.89887 3.59212 1.61868
383 M2 375000000.00 6.22234 9.87044 4.28342
383 M1H 20667705.00 -0.00000 3.59212 -1.32053
383 M2H 20667705.00 -0.27667 9.87044 -2.41343
383 BH 87926156.00 9999999.00000 5.26479 99999.99000
384 M1 375000000.00 2.56901 2.30648 1.61467
384 M2 375000000.00 5.92274 6.53956 4.47288
384 M1H 20667705.00 -0.00000 2.30648 -0.96831
384 M2H 20667705.00 0.00000 6.53956 -1.52692
384 BH 87926156.00 -20.02545 5.48042 -21.77380
385 M1 375000000.00 2.73880 2.95057 1.61661
385 M2 375000000.00 6.28327 9.70924 4.37214
385 M1H 20667705.00 -0.00000 2.95057 -1.14976
385 M2H 20667705.00 -0.15700 9.70924 -2.25656
385 BH 87926156.00 9999999.00000 5.30597 99999.99000
386 M1 375000000.00 3.07898 4.53298 1.62119
386 M2 375000000.00 6.11920 9.87250 4.17771
386 M1H 20667705.00 -0.00000 4.53298 -1.51317
386 M2H 20667705.00 -0.41304 9.87250 -2.55477
386 BH 87926156.00 9999999.00000 5.16430 99999.99000
387 M1 375000000.00 3.07107 4.54020 1.62104
387 M2 375000000.00 6.11311 9.87095 4.17167
387 M1H 20667705.00 -0.00000 4.54020 -1.50365
387 M2H 20667705.00 -0.42017 9.87095 -2.56190
387 BH 87926156.00 9999999.00000 5.15062 99999.99000
388 M1 375000000.00 2.98143 4.13970 1.61971
388 M2 375000000.00 6.24853 9.88195 4.30701
388 M1H 20667705.00 -0.00000 4.13970 -1.40553
388 M2H 20667705.00 -0.24385 9.88195 -2.38370
388 BH 87926156.00 9999999.00000 5.24906 99999.99000
389 M1 375000000.00 3.08664 4.56253 1.62131
389 M2 375000000.00 6.10359 9.86992 4.16225
389 M1H 20667705.00 -0.00000 4.56253 -1.52159
389 M2H 20667705.00 -0.43260 9.86992 -2.57433
389 BH 87926156.00 9999999.00000 5.15217 99999.99000
390 M1 375000000.00 2.80648 3.36363 1.61738
390 M2 375000000.00 6.28403 9.73828 4.36805
390 M1H 20667705.00 -0.00000 3.36363 -1.21629
390 M2H 20667705.00 -0.16266 9.73828 -2.26851
390 BH 87926156.00 9999999.00000 5.31139 99999.99000
391 M1 375000000.00 3.00589 4.18862 1.62011
391 M2 375000000.00 6.24353 9.88743 4.30072
391 M1H 20667705.00 -0.00000 4.18862 -1.43340
391 M2H 20667705.00 -0.25230 9.88743 -2.39400
391 BH 87926156.00 9999999.00000 5.25943 99999.99000
392 M1 375000000.00 2.77099 3.28985 1.61689
392 M2 375000000.00 6.28744 9.65423 4.38341
392 M1H 20667705.00 -0.00000 3.28985 -1.17721
392 M2H 20667705.00 -0.14278 9.65423 -2.23359
392 BH 87926156.00 9999999.00000 5.33534 99999.99000
393 M1 375000000.00 3.04933 4.42171 1.62072
393 M2 375000000.00 6.14218 9.87568 4.20044
393 M1H 20667705.00 -0.00000 4.42171 -1.47999
393 M2H 20667705.00 -0.38369 9.87568 -2.52542
393 BH 87926156.00 9999999.00000 5.17399 99999.99000
394 M1 375000000.00 2.71274 3.15534 1.61613
394 M2 375000000.00 6.21302 8.45812 4.48077
394 M1H 20667705.00 -0.00000 3.15534 -1.11363
394 M2H 20667705.00 0.00000 8.45812 -1.87694
394 BH 87926156.00 -94.41555 5.36782 -96.49425
395 M1 375000000.00 3.09711 4.61201 1.62147
395 M2 375000000.00 6.08256 9.86656 4.14144
395 M1H 20667705.00 -0.00000 4.61201 -1.53310
395 M2H 20667705.00 -0.45907 9.86656 -2.60079
395 BH 87926156.00 9999999.00000 5.13625 99999.99000
396 M1 375000000.00 -42.17124 2.98717 -43.04591
396 M2 375000000.00 -62.08797 3.41185 -63.05628
396 M1H 20667705.00 -53.29942 2.98717 -54.15630
396 M2H 20667705.00 9999999.00000 3.41185 99999.99000
396 BH 87926156.00 9999999.00000 2.76277 99999.99000
397 M1 375000000.00 -41.35586 2.95096 -42.21927
397 M2 375000000.00 -62.01301 3.41521 -62.98187
397 M1H 20667705.00 -52.20639 2.95096 -53.05022
397 M2H 20667705.00 9999999.00000 3.41521 99999.99000
397 BH 87926156.00 9999999.00000 2.76429 99999.99000
398 M1 375000000.00 3.43382 6.18170 1.62687
398 M2 375000000.00 -7.14424 6.47151 -9.03420
398 M1H 20667705.00 -0.00000 6.18170 -1.90808
398 M2H 20667705.00 -14.53573 6.47151 -16.67581
398 BH 87926156.00 9999999.00000 3.13869 99999.99000
399 M1 375000000.00 2.91908 3.95069 1.61881
399 M2 375000000.00 6.42329 9.85847 4.48677
399 M1H 20667705.00 -0.00000 3.95069 -1.33678
399 M2H 20667705.00 0.00000 9.85847 -2.13049
399 BH 87926156.00 -11.17511 7.19035 -13.31582
400 M1 375000000.00 2.88645 3.74444 1.61839
400 M2 375000000.00 6.41927 9.83675 4.48665
400 M1H 20667705.00 -0.00000 3.74444 -1.30244
400 M2H 20667705.00 0.00000 9.83675 -2.12541
400 BH 87926156.00 -10.85639 7.23272 -12.99715
401 M1 375000000.00 2.82285 3.58214 1.61751
401 M2 375000000.00 6.40004 9.71861 4.48609
401 M1H 20667705.00 -0.00000 3.58214 -1.23239
401 M2H 20667705.00 0.00000 9.71861 -2.10166
401 BH 87926156.00 -9.89022 7.33671 -12.03114
402 M1 375000000.00 2.88435 3.72923 1.61837
402 M2 375000000.00 6.41923 9.83653 4.48665
402 M1H 20667705.00 -0.00000 3.72923 -1.30047
402 M2H 20667705.00 0.00000 9.83653 -2.12537
402 BH 87926156.00 -10.87738 7.23149 -13.01814
403 M1 375000000.00 -34.61584 2.74698 -35.43720
403 M2 375000000.00 -63.30999 3.35991 -64.26873
403 M1H 20667705.00 -42.44912 2.74698 -43.25609
403 M2H 20667705.00 9999999.00000 3.35991 99999.99000
403 BH 87926156.00 9999999.00000 2.76720 99999.99000
404 M1 375000000.00 -45.90495 2.94777 -46.78158
404 M2 375000000.00 -63.49220 3.35191 -64.44955
